matchid;journee;stade;spectateurs;date;home_team;away_team;home_goal;away_goal;home_possession;away_possession;home_duels_gagnes;away_duel_gagnes;home_duel_aeriens_gagnes;away_duel_aeriens_gagnes;home_interceptions;away_interceptions;home_hors_jeux;away_hors_eux;home_corners_won;away_corners_won;home_passes;away_passes;home_centres;away_centres;home_tirs;away_tirs;home_tirs_cadres;away_tirs_cadres;home_carton_jaune;away_carton_jaune;home_carton_rouge;away_carton_rouge;home_formation;away_formation;date_str;home_win;total_tirs;diff_possession
70910;Journée 16;STADE FRANÇOIS-COTY;7088.0;;AC AJACCIO;ANGERS SCO;1;0;45.7;54.3;36,2;63,8;29,4;70,6;6.0;6.0;2.0;2.0;3.0;5.0;371.0;431.0;13.0;23.0;11;14;3;4;1.0;0.0;0.0;0.0;2-2-2-2-2;3-2-2-2-1;28 DÉCEMBRE 2022- 15:00;1;25;-8.599999999999994
70911;Journée 16;STADE DE L'ABBÉ-DESCHAMPS;16503.0;;AJ AUXERRE;AS MONACO;2;3;37.9;62.1;58,8;41,2;54,5;45,5;14.0;5.0;3.0;2.0;1.0;4.0;342.0;561.0;12.0;17.0;11;6;6;3;1.0;0.0;0.0;0.0;2-2-2-2-1-1;2-2-2-2-2;28 DÉCEMBRE 2022- 17:00;0;17;-24.200000000000003
70912;Journée 16;STADE FRANCIS-LE BLÉ;14601.0;;STADE BRESTOIS 29;OLYMPIQUE LYONNAIS;2;4;42.9;57.1;57,6;42,4;71,4;28,6;9.0;15.0;1.0;0.0;6.0;6.0;343.0;475.0;27.0;16.0;17;17;5;9;2.0;2.0;0.0;0.0;2-2-1-2-2-1;3-2-2-2-1;28 DÉCEMBRE 2022- 21:00;0;34;-14.200000000000003
70913;Journée 16;STADE GABRIEL-MONTPIED;12381.0;;CLERMONT FOOT 63;LOSC LILLE;0;2;42.7;57.3;51,4;48,6;64;36;15.0;10.0;3.0;3.0;3.0;3.0;372.0;519.0;14.0;6.0;9;14;3;3;2.0;2.0;1.0;0.0;3-2-2-2-1;2-2-2-3-1;28 DÉCEMBRE 2022- 19:00;0;23;-14.599999999999994
70914;Journée 16;STADE YVES-ALLAINMAT;15963.0;;FC LORIENT;MONTPELLIER HÉRAULT SC;0;2;47.7;52.3;51,3;48,7;53,3;46,7;15.0;4.0;0.0;2.0;5.0;2.0;443.0;498.0;21.0;13.0;12;14;4;6;3.0;4.0;0.0;0.0;2-2-2-3-1;3-2-2-2-1;29 DÉCEMBRE 2022- 17:00;0;26;-4.599999999999994
70915;Journée 16;ORANGE VÉLODROME;61371.0;;OLYMPIQUE DE MARSEILLE;TOULOUSE FC;6;1;50.8;49.2;50,5;49,5;65,2;34,8;11.0;18.0;0.0;0.0;1.0;6.0;458.0;438.0;10.0;19.0;13;10;7;6;1.0;2.0;0.0;0.0;3-2-2-2-1;2-2-1-2-2-1;29 DÉCEMBRE 2022- 21:00;1;23;1.5999999999999943
70916;Journée 16;ALLIANZ RIVIERA;24205.0;;OGC NICE;RC LENS;0;0;41.0;59.0;49,5;50,5;41,2;58,8;7.0;4.0;2.0;3.0;4.0;6.0;400.0;577.0;9.0;16.0;9;10;5;2;2.0;3.0;0.0;0.0;3-2-2-2-1;2-2-2-3-1;29 DÉCEMBRE 2022- 21:00;0;19;-18.0
70917;Journée 16;PARC DES PRINCES;47926.0;;PARIS SAINT-GERMAIN;RC STRASBOURG ALSACE;2;1;70.9;29.1;41;59;23,1;76,9;3.0;17.0;3.0;0.0;8.0;3.0;765.0;309.0;16.0;11.0;10;12;6;3;2.0;1.0;1.0;0.0;2-2-3-1-2;1-2-1-2-2-2;28 DÉCEMBRE 2022- 21:00;1;22;41.800000000000004
70918;Journée 16;STADE AUGUSTE-DELAUNE;13262.0;;STADE DE REIMS;STADE RENNAIS FC;3;1;33.1;66.9;47,9;52,1;46,7;53,3;10.0;10.0;5.0;3.0;4.0;6.0;287.0;598.0;13.0;20.0;10;11;4;5;2.0;2.0;0.0;0.0;2-2-2-3-1;2-2-1-2-2-1;29 DÉCEMBRE 2022- 19:00;1;21;-33.800000000000004
70919;Journée 16;STADE DE L'AUBE;9043.0;;ESTAC TROYES;FC NANTES;0;0;55.5;44.5;48,4;51,6;34,6;65,4;7.0;15.0;0.0;0.0;4.0;5.0;575.0;447.0;15.0;30.0;6;19;2;5;0.0;2.0;0.0;0.0;2-2-2-3-1;4-1-2-2-1;28 DÉCEMBRE 2022- 15:00;0;25;11.0
70920;Journée 17;STADE RAYMOND-KOPA;7789.0;;ANGERS SCO;FC LORIENT;1;2;41.6;58.4;44,7;55,3;48,1;51,9;6.0;9.0;3.0;0.0;7.0;7.0;339.0;491.0;19.0;15.0;15;10;6;5;3.0;0.0;0.0;0.0;2-2-2-3-1;3-2-2-2-1;1 JANVIER 2023- 15:00;0;25;-16.799999999999997
70921;Journée 17;STADE BOLLAERT-DELELIS;38047.0;;RC LENS;PARIS SAINT-GERMAIN;3;1;40.5;59.5;53,3;46,7;61,5;38,5;11.0;6.0;3.0;0.0;3.0;7.0;400.0;577.0;6.0;19.0;10;16;4;6;2.0;3.0;0.0;0.0;3-2-2-2-1;1-3-2-2-2;1 JANVIER 2023- 20:45;1;26;-19.0
70922;Journée 17;DECATHLON ARENA  STADE PIERRE-MAUROY;31086.0;;LOSC LILLE;STADE DE REIMS;1;1;61.9;38.1;58,2;41,8;57,1;42,9;7.0;9.0;1.0;3.0;5.0;1.0;602.0;368.0;13.0;8.0;14;9;5;6;1.0;1.0;0.0;0.0;3-2-2-2-1;3-2-2-2-1;2 JANVIER 2023- 17:00;0;23;23.799999999999997
70923;Journée 17;GROUPAMA STADIUM;40392.0;;OLYMPIQUE LYONNAIS;CLERMONT FOOT 63;0;1;60.4;39.6;51,4;48,6;66,7;33,3;11.0;14.0;0.0;2.0;7.0;4.0;543.0;358.0;13.0;7.0;13;13;2;3;1.0;3.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;1 JANVIER 2023- 17:00;0;26;20.799999999999997
70924;Journée 17;STADE LOUIS-II;9364.0;;AS MONACO;STADE BRESTOIS 29;1;0;51.3;48.7;51,8;48,2;56,1;43,9;9.0;16.0;1.0;2.0;7.0;5.0;434.0;411.0;17.0;18.0;17;13;5;6;3.0;4.0;0.0;0.0;2-2-2-2-2;2-2-1-2-2-1;1 JANVIER 2023- 15:00;1;30;2.5999999999999943
70925;Journée 17;STADE DE LA MOSSON ET DU MONDIAL 98;18971.0;;MONTPELLIER HÉRAULT SC;OLYMPIQUE DE MARSEILLE;1;2;40.0;60.0;54,7;45,3;57,1;42,9;6.0;12.0;3.0;2.0;5.0;7.0;317.0;483.0;18.0;24.0;8;17;1;8;2.0;2.0;0.0;1.0;2-2-2-3-1;2-2-2-3-1;2 JANVIER 2023- 19:00;0;25;-20.0
70926;Journée 17;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;23266.0;;FC NANTES;AJ AUXERRE;1;0;50.6;49.4;57,3;42,7;48,2;51,8;8.0;15.0;1.0;0.0;3.0;7.0;412.0;398.0;14.0;21.0;10;14;3;6;1.0;2.0;0.0;0.0;2-2-2-2-2;1-2-2-2-2-1;1 JANVIER 2023- 15:00;1;24;1.2000000000000028
70927;Journée 17;ROAZHON PARK;27427.0;;STADE RENNAIS FC;OGC NICE;2;1;62.3;37.7;41,7;58,3;43,5;56,5;13.0;10.0;1.0;1.0;5.0;2.0;633.0;390.0;21.0;6.0;20;6;5;3;1.0;1.0;0.0;0.0;2-2-2-2-2;2-2-2-3-1;2 JANVIER 2023- 21:00;1;26;24.599999999999994
70928;Journée 17;STADE DE LA MEINAU;25135.0;;RC STRASBOURG ALSACE;ESTAC TROYES;2;3;;;;;;;;;;;;;;;;;0;0;0;0;;;;;2-2-3-1-2;3-2-2-2-1;2 JANVIER 2023- 15:00;0;0;
70929;Journée 17;STADIUM;25957.0;;TOULOUSE FC;AC AJACCIO;2;0;62.7;37.3;53,6;46,4;57,1;42,9;11.0;18.0;3.0;1.0;5.0;2.0;569.0;339.0;19.0;11.0;11;1;4;0;3.0;1.0;0.0;0.0;2-2-1-2-2-1;2-2-2-2-2;1 JANVIER 2023- 15:00;1;12;25.400000000000006
70930;Journée 18;STADE FRANÇOIS-COTY;6648.0;;AC AJACCIO;STADE DE REIMS;0;1;47.6;52.4;51,5;48,5;54,5;45,5;12.0;10.0;3.0;2.0;2.0;2.0;365.0;425.0;32.0;11.0;11;9;1;3;3.0;3.0;0.0;0.0;2-2-2-2-2;3-2-2-2-1;11 JANVIER 2023- 19:00;0;20;-4.799999999999997
70931;Journée 18;STADE DE L'ABBÉ-DESCHAMPS;12405.0;;AJ AUXERRE;TOULOUSE FC;0;5;47.4;52.6;46,5;53,5;45,7;54,3;6.0;10.0;0.0;1.0;7.0;4.0;323.0;374.0;29.0;13.0;18;9;4;7;3.0;1.0;0.0;0.0;2-2-2-2-2;2-2-1-2-2-1;11 JANVIER 2023- 19:00;0;27;-5.200000000000003
70932;Journée 18;STADE FRANCIS-LE BLÉ;11542.0;;STADE BRESTOIS 29;LOSC LILLE;0;0;28.0;72.0;44,7;55,3;34,5;65,5;16.0;10.0;0.0;2.0;0.0;8.0;264.0;688.0;11.0;23.0;5;11;0;4;0.0;1.0;0.0;0.0;2-2-1-2-2-1;3-2-2-2-1;11 JANVIER 2023- 19:00;0;16;-44.0
70933;Journée 18;STADE GABRIEL-MONTPIED;10648.0;;CLERMONT FOOT 63;STADE RENNAIS FC;2;1;38.2;61.8;50;50;46,7;53,3;15.0;11.0;2.0;0.0;4.0;1.0;355.0;583.0;10.0;9.0;11;9;5;2;0.0;0.0;0.0;2.0;3-2-2-2-1;2-2-2-2-2;11 JANVIER 2023- 19:00;1;20;-23.599999999999994
70934;Journée 18;STADE YVES-ALLAINMAT;14521.0;;FC LORIENT;AS MONACO;2;2;42.2;57.8;55;45;37,5;62,5;12.0;10.0;1.0;2.0;3.0;4.0;369.0;501.0;13.0;25.0;8;16;6;4;1.0;1.0;0.0;0.0;2-2-2-3-1;2-2-2-2-2;11 JANVIER 2023- 21:00;0;24;-15.599999999999994
70935;Journée 18;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;27657.0;;FC NANTES;OLYMPIQUE LYONNAIS;0;0;39.2;60.8;49,5;50,5;50;50;13.0;11.0;2.0;2.0;6.0;1.0;367.0;586.0;22.0;13.0;13;10;5;6;2.0;3.0;0.0;0.0;2-2-2-2-2;2-2-1-2-2-1;11 JANVIER 2023- 19:00;0;23;-21.599999999999994
70936;Journée 18;ALLIANZ RIVIERA;17500.0;;OGC NICE;MONTPELLIER HÉRAULT SC;6;1;58.9;41.1;51,6;48,4;41,7;58,3;7.0;10.0;0.0;3.0;3.0;4.0;491.0;338.0;16.0;12.0;16;4;10;2;1.0;1.0;0.0;0.0;2-2-2-3-1;3-2-2-2-1;11 JANVIER 2023- 21:00;1;20;17.799999999999997
70937;Journée 18;PARC DES PRINCES;47647.0;;PARIS SAINT-GERMAIN;ANGERS SCO;2;0;66.2;33.8;54;46;60;40;4.0;8.0;3.0;2.0;5.0;1.0;832.0;419.0;10.0;7.0;9;6;6;0;1.0;2.0;0.0;0.0;3-2-2-2-1;3-2-2-2-1;11 JANVIER 2023- 21:00;1;15;32.400000000000006
70938;Journée 18;STADE DE LA MEINAU;25624.0;;RC STRASBOURG ALSACE;RC LENS;2;2;34.8;65.2;47;53;72,2;27,8;5.0;8.0;0.0;0.0;3.0;4.0;337.0;618.0;11.0;34.0;9;15;6;8;1.0;1.0;0.0;0.0;3-2-3-2;2-2-2-3-1;11 JANVIER 2023- 21:00;0;24;-30.400000000000006
70939;Journée 18;STADE DE L'AUBE;13225.0;;ESTAC TROYES;OLYMPIQUE DE MARSEILLE;0;2;31.5;68.5;48,6;51,4;60;40;8.0;10.0;1.0;4.0;4.0;7.0;300.0;656.0;11.0;27.0;5;13;1;4;2.0;3.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;11 JANVIER 2023- 21:00;0;18;-37.0
71520;Journée 19;STADE AUGUSTE-DELAUNE;11383.0;;STADE DE REIMS;OGC NICE;0;0;50.6;49.4;48,9;51,1;53,8;46,2;7.0;14.0;1.0;2.0;5.0;3.0;519.0;517.0;19.0;11.0;13;6;2;4;1.0;1.0;0.0;0.0;2-2-2-3-1;2-2-1-2-2-1;15 JANVIER 2023- 15:00;0;19;1.2000000000000028
71522;Journée 19;STADE RAYMOND-KOPA;12086.0;;ANGERS SCO;CLERMONT FOOT 63;1;2;58.8;41.2;49,1;50,9;50;50;14.0;15.0;0.0;1.0;3.0;1.0;614.0;438.0;24.0;11.0;5;10;1;6;2.0;2.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;15 JANVIER 2023- 15:00;0;15;17.599999999999994
71523;Journée 19;STADE BOLLAERT-DELELIS;38208.0;;RC LENS;AJ AUXERRE;1;0;68.4;31.6;50,5;49,5;60;40;7.0;11.0;0.0;1.0;9.0;2.0;581.0;274.0;37.0;11.0;10;6;2;1;2.0;1.0;0.0;1.0;3-2-2-2-1;2-3-2-2-1;14 JANVIER 2023- 17:00;1;16;36.800000000000004
71524;Journée 19;DECATHLON ARENA  STADE PIERRE-MAUROY;31254.0;;LOSC LILLE;ESTAC TROYES;5;1;66.9;33.1;45,1;54,9;45,5;54,5;8.0;7.0;2.0;1.0;7.0;2.0;665.0;320.0;15.0;12.0;23;10;13;2;1.0;0.0;0.0;0.0;2-2-2-2-2;3-2-2-2-1;15 JANVIER 2023- 13:00;1;33;33.800000000000004
71525;Journée 19;GROUPAMA STADIUM;38473.0;;OLYMPIQUE LYONNAIS;RC STRASBOURG ALSACE;1;2;72.3;27.7;53,8;46,2;47,1;52,9;14.0;19.0;1.0;0.0;14.0;2.0;691.0;274.0;42.0;3.0;28;8;7;6;1.0;3.0;0.0;0.0;3-2-2-1-2;3-2-3-2;14 JANVIER 2023- 21:00;0;36;44.599999999999994
71526;Journée 19;ORANGE VÉLODROME;63276.0;;OLYMPIQUE DE MARSEILLE;FC LORIENT;3;1;68.8;31.2;50;50;60,9;39,1;14.0;7.0;1.0;0.0;6.0;3.0;661.0;304.0;30.0;6.0;15;11;8;3;1.0;0.0;0.0;0.0;3-2-2-2-1;3-2-2-2-1;14 JANVIER 2023- 19:00;1;26;37.599999999999994
71527;Journée 19;STADE LOUIS-II;4196.0;;AS MONACO;AC AJACCIO;7;1;65.9;34.1;54,8;45,2;47,8;52,2;11.0;12.0;1.0;2.0;3.0;3.0;635.0;329.0;19.0;7.0;11;5;8;2;1.0;2.0;0.0;0.0;2-2-2-2-2;2-2-2-3-1;15 JANVIER 2023- 17:05;1;16;31.800000000000004
71528;Journée 19;STADE DE LA MOSSON ET DU MONDIAL 98;10947.0;;MONTPELLIER HÉRAULT SC;FC NANTES;0;3;46.5;53.5;48,6;51,4;46,7;53,3;3.0;11.0;1.0;2.0;3.0;5.0;366.0;418.0;18.0;28.0;11;12;5;7;1.0;2.0;2.0;0.0;2-2-2-3-1;3-2-3-2;15 JANVIER 2023- 15:00;0;23;-7.0
71529;Journée 19;ROAZHON PARK;27566.0;;STADE RENNAIS FC;PARIS SAINT-GERMAIN;1;0;35.4;64.6;58,1;41,9;66,7;33,3;10.0;6.0;2.0;2.0;4.0;5.0;364.0;666.0;10.0;14.0;8;8;6;1;0.0;0.0;0.0;0.0;3-2-2-2-1;2-2-2-3-1;15 JANVIER 2023- 20:45;1;16;-29.199999999999996
71530;Journée 19;STADIUM;20637.0;;TOULOUSE FC;STADE BRESTOIS 29;1;1;63.7;36.3;40,7;59,3;27,5;72,5;15.0;21.0;2.0;0.0;10.0;5.0;544.0;310.0;28.0;18.0;16;17;7;5;2.0;2.0;0.0;0.0;2-2-1-2-2-1;4-1-2-2-1;15 JANVIER 2023- 15:00;0;33;27.400000000000006
70760;Journée 1;STADE RAYMOND-KOPA;15632.0;;ANGERS SCO;FC NANTES;0;0;49.3;50.7;52,1;47,9;44,4;55,6;4.0;8.0;1.0;3.0;3.0;6.0;365.0;375.0;15.0;17.0;16;14;6;4;3.0;3.0;0.0;0.0;2-2-2-3-1;1-2-2-3-2;7 AOÛT 2022- 15:00;0;30;-1.4000000000000057
70761;Journée 1;STADE GABRIEL-MONTPIED;12203.0;;CLERMONT FOOT 63;PARIS SAINT-GERMAIN;0;5;38.5;61.5;52,9;47,1;57,1;42,9;12.0;5.0;0.0;4.0;0.0;6.0;425.0;673.0;3.0;14.0;7;18;1;12;2.0;1.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;6 AOÛT 2022- 21:00;0;25;-23.0
70762;Journée 1;STADE BOLLAERT-DELELIS;37015.0;;RC LENS;STADE BRESTOIS 29;3;2;61.7;38.3;50;50;47,8;52,2;7.0;8.0;0.0;2.0;6.0;3.0;484.0;297.0;12.0;11.0;16;6;7;4;2.0;4.0;0.0;0.0;3-2-2-2-1;2-2-2-2-2;7 AOÛT 2022- 15:00;1;22;23.400000000000006
70763;Journée 1;DECATHLON ARENA  STADE PIERRE-MAUROY;32292.0;;LOSC LILLE;AJ AUXERRE;4;1;60.2;39.8;44,9;55,1;46,2;53,8;3.0;8.0;2.0;4.0;7.0;2.0;613.0;402.0;14.0;15.0;16;10;6;2;2.0;1.0;0.0;0.0;2-2-2-3-1;3-2-2-2-1;7 AOÛT 2022- 15:00;1;26;20.400000000000006
70764;Journée 1;GROUPAMA STADIUM;48516.0;;OLYMPIQUE LYONNAIS;AC AJACCIO;2;1;67.5;32.5;54,7;45,3;61,9;38,1;11.0;11.0;0.0;0.0;4.0;3.0;635.0;297.0;7.0;11.0;11;8;6;4;1.0;4.0;1.0;1.0;2-2-1-2-2-1;2-2-2-2-2;5 AOÛT 2022- 21:00;1;19;35.0
70765;Journée 1;ORANGE VÉLODROME;62738.0;;OLYMPIQUE DE MARSEILLE;STADE DE REIMS;4;1;55.9;44.1;51,9;48,1;51,1;48,9;16.0;11.0;1.0;1.0;6.0;7.0;482.0;379.0;23.0;18.0;16;16;6;6;1.0;0.0;0.0;0.0;3-2-2-2-1;2-2-1-2-2-1;7 AOÛT 2022- 20:45;1;32;11.799999999999997
70766;Journée 1;STADE DE LA MOSSON ET DU MONDIAL 98;12003.0;;MONTPELLIER HÉRAULT SC;ESTAC TROYES;3;2;53.4;46.6;40,2;59,8;34,8;65,2;7.0;15.0;4.0;0.0;3.0;6.0;398.0;342.0;12.0;22.0;17;16;6;10;1.0;0.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;7 AOÛT 2022- 15:00;1;33;6.799999999999997
70767;Journée 1;ROAZHON PARK;28177.0;;STADE RENNAIS FC;FC LORIENT;0;1;63.7;36.3;48,1;51,9;68;32;9.0;9.0;0.0;1.0;7.0;2.0;635.0;368.0;25.0;8.0;21;8;6;2;3.0;1.0;0.0;0.0;2-2-1-2-2-1;2-2-1-2-2-1;7 AOÛT 2022- 17:05;0;29;27.400000000000006
70768;Journée 1;STADE DE LA MEINAU;25359.0;;RC STRASBOURG ALSACE;AS MONACO;1;2;53.3;46.7;58,1;41,9;60;40;15.0;10.0;3.0;3.0;3.0;7.0;482.0;411.0;16.0;25.0;11;24;7;11;0.0;2.0;0.0;0.0;3-2-2-1-2;3-2-2-2-1;6 AOÛT 2022- 17:00;0;35;6.599999999999994
70769;Journée 1;STADIUM;20567.0;;TOULOUSE FC;OGC NICE;1;1;45.9;54.1;52,6;47,4;63,6;36,4;16.0;9.0;2.0;2.0;6.0;3.0;456.0;544.0;18.0;14.0;6;11;4;4;1.0;2.0;0.0;0.0;2-2-2-3-1;2-2-1-2-2-1;7 AOÛT 2022- 13:00;0;17;-8.200000000000003
70950;Journée 20;STADE FRANÇOIS-COTY;7688.0;;AC AJACCIO;OLYMPIQUE LYONNAIS;0;2;51.1;48.9;49,6;50,4;45,5;54,5;10.0;14.0;3.0;2.0;5.0;1.0;394.0;386.0;17.0;7.0;16;8;5;2;2.0;3.0;0.0;0.0;2-2-2-2-2;4-1-2-2-1;29 JANVIER 2023- 17:05;0;24;2.200000000000003
70951;Journée 20;STADE DE L'ABBÉ-DESCHAMPS;14206.0;;AJ AUXERRE;MONTPELLIER HÉRAULT SC;0;2;58.2;41.8;53;47;56;44;13.0;13.0;0.0;0.0;5.0;3.0;469.0;346.0;29.0;10.0;16;4;5;3;1.0;3.0;0.0;0.0;2-2-1-2-2-1;3-2-2-2-1;29 JANVIER 2023- 15:00;0;20;16.400000000000006
70952;Journée 20;STADE FRANCIS-LE BLÉ;12629.0;;STADE BRESTOIS 29;ANGERS SCO;4;0;41.0;59.0;56,2;43,8;52,4;47,6;14.0;18.0;3.0;3.0;4.0;5.0;383.0;556.0;15.0;21.0;9;8;7;1;0.0;2.0;0.0;0.0;2-2-1-4-1;2-2-2-2-2;29 JANVIER 2023- 15:00;1;17;-18.0
70953;Journée 20;STADE GABRIEL-MONTPIED;11015.0;;CLERMONT FOOT 63;FC NANTES;0;0;59.1;40.9;53,7;46,3;42,9;57,1;6.0;20.0;0.0;0.0;9.0;1.0;548.0;378.0;24.0;15.0;9;4;0;0;2.0;1.0;0.0;0.0;3-2-2-2-1;2-3-2-2-1;29 JANVIER 2023- 15:00;0;13;18.200000000000003
70954;Journée 20;STADE YVES-ALLAINMAT;16782.0;;FC LORIENT;STADE RENNAIS FC;2;1;33.0;67.0;50,5;49,5;50;50;9.0;8.0;1.0;0.0;2.0;10.0;342.0;668.0;4.0;42.0;4;19;4;6;1.0;1.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;27 JANVIER 2023- 21:00;1;23;-34.0
70955;Journée 20;ORANGE VÉLODROME;63502.0;;OLYMPIQUE DE MARSEILLE;AS MONACO;1;1;61.0;39.0;55,7;44,3;58,8;41,2;14.0;13.0;1.0;1.0;6.0;3.0;589.0;373.0;21.0;14.0;22;11;6;4;2.0;2.0;0.0;0.0;3-2-2-2-1;2-2-2-2-2;28 JANVIER 2023- 21:00;0;33;22.0
70956;Journée 20;ALLIANZ RIVIERA;22126.0;;OGC NICE;LOSC LILLE;1;0;44.4;55.6;53,9;46,1;60;40;11.0;10.0;0.0;1.0;5.0;7.0;443.0;562.0;16.0;13.0;12;16;6;7;3.0;2.0;0.0;0.0;2-2-1-2-2-1;3-2-2-2-1;29 JANVIER 2023- 13:00;1;28;-11.200000000000003
70957;Journée 20;PARC DES PRINCES;47926.0;;PARIS SAINT-GERMAIN;STADE DE REIMS;1;1;59.4;40.6;45,2;54,8;75;25;8.0;15.0;1.0;4.0;3.0;3.0;713.0;466.0;5.0;24.0;12;17;4;4;2.0;1.0;1.0;0.0;2-2-2-3-1;2-3-2-2-1;29 JANVIER 2023- 20:45;0;29;18.799999999999997
70958;Journée 20;STADE DE LA MEINAU;25196.0;;RC STRASBOURG ALSACE;TOULOUSE FC;1;2;54.3;45.7;41,9;58,1;36,4;63,6;13.0;9.0;1.0;2.0;4.0;2.0;556.0;476.0;17.0;5.0;11;8;2;3;1.0;1.0;1.0;0.0;3-5-2;2-2-1-2-2-1;29 JANVIER 2023- 15:00;0;19;8.599999999999994
70959;Journée 20;STADE DE L'AUBE;13091.0;;ESTAC TROYES;RC LENS;1;1;26.5;73.5;40,8;59,2;34,6;65,4;8.0;5.0;0.0;2.0;3.0;11.0;244.0;650.0;7.0;47.0;6;21;1;4;2.0;1.0;0.0;0.0;3-2-2-2-1;2-2-2-3-1;28 JANVIER 2023- 17:00;0;27;-47.0
70960;Journée 21;STADE RAYMOND-KOPA;7255.0;;ANGERS SCO;AC AJACCIO;1;2;38.9;61.1;48;52;48,7;51,3;11.0;15.0;1.0;2.0;2.0;6.0;296.0;451.0;7.0;29.0;6;9;2;4;1.0;2.0;1.0;0.0;2-2-2-2-2;2-2-2-2-2;1 FÉVRIER 2023- 19:00;0;15;-22.200000000000003
70961;Journée 21;STADE BOLLAERT-DELELIS;37437.0;;RC LENS;OGC NICE;0;1;55.3;44.7;43,5;56,5;35;65;13.0;11.0;3.0;3.0;5.0;3.0;518.0;425.0;19.0;9.0;9;14;4;6;0.0;2.0;0.0;0.0;3-2-2-2-1;2-2-2-3-1;1 FÉVRIER 2023- 21:00;0;23;10.599999999999994
70962;Journée 21;DECATHLON ARENA  STADE PIERRE-MAUROY;32498.0;;LOSC LILLE;CLERMONT FOOT 63;0;0;66.3;33.7;48,4;51,6;45,5;54,5;6.0;11.0;2.0;2.0;8.0;3.0;611.0;314.0;24.0;9.0;22;13;5;5;0.0;1.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;1 FÉVRIER 2023- 19:00;0;35;32.599999999999994
